"","name_text6","state_text6","last_digit_text6"
"4388","*Stratton Municipal Ice, Light & Water System...","Nebraska ","488"
"4389","•Straughn Municipal Light Plant","Indiana ","182"
"4390","•Strawberry Point Light & Water Department","Iowa ","224"
"4391","•Strawberry Water Users Association","Utah ","798"
"4392","*Stromsburg, City of","Nebraska ","488"
"4393","*Stro ud Water and Light Department","Oklahoma ","648"
"4394","*Stryker Board of Public Affairs","Ohio__ ","625"
"4395","•Stuart Light and Power System","Iowa ","224"
"4396","*Stuart Municipal Light & Po.wer Plant","Nebraska ","488"
"4397","•Sturgeon Bay Utilities","Wisconsin ","887"
"4398","•Sturgis, City of","Michigan. _ ","363"
"4399","Sturtevant, C. O","Maine ","304"
"4400","Suburban Gas and Electric Company","Massachusetts. ","331"
"4401","•Sullivan County Rural Electric Cooperative, Inc.","Pennsylvania ","704"
"4403","poration","Indiana ","188"
"4404","Sullivan Machinery Company","New Hampshire ","506"
"4405","•Sullivan Municipal Light Plant","Illinois ","152"
"4406","•Sulphur Springs Valley Electric Cooperative, Inc.",". Arizona","23"
"4407","•Sumas Light and Power System","Washington ","838"
"4408","*Sumner Municipal Light Plant","Iowa ","224"
"4409","•Summerhill Municipal Light Plant","Pennsylvania ","702"
"4411","Inc., The","Kansas ","267"
"4412","*Sumner, Village of","Nebraska ","489"
"4413","•Summerfield Electric Department","Kansas ","262"
"4414","Sumpter Power & Water Company","Oregon ","660"
"4415","•Sumter Electrical Membership Corporation","Georgia ","117"
"4416","•Sumter Electric Cooperative, Inc","Florida","97"
"4417","Sumter Lumber Company, Inc","Mississippi ","408"
"4418","•Sundance, City of","Wyoming ","902"
"4419","•Sun Prairie Electric And Water Utility","Wisconsin ","887"
"4420","•Sun River Electric Cooperative, Inc","Montana ","455"
"4421","Superior Electric Light & Water Works","Montana ","453"
"4422","•Superior, Light Department, City of","Nebraska ","489"
"4423","Superior Portland Cement, Inc","Washington ","834"
"4424","Superior Water, Light and Power Company","Wisconsin ","867"
"4425","•Supply, Town of","Oklahoma.. ","649"
"4426","•Surprise Valley Electrification Corporation","California","56"
"4427","•Surry-Yadkin Electric Membership Corporation.. No","orth Carolina ","584"
"4428","Susquebanna Collieries Co","Pennsylvania ","697"
"4429","Susquebanna Electric Company, Inc","Maryland ","313"
"4430","Susquehanna Power Company, The","Maryland ","314"
"4431","Susquehanna Transmission Company of Maryland. Mary","yland ","314"
"4432","•Sussex Rural Electric Cooperative","New Jersey ","518"
"4433","•Sutherland Municipal Light & Power System","Nebraska ","489"
"4434","•Button Light and Water Plant .""","Nebraska.. ","489"
"4435","•Suwannee Valley Electric Cooperative, Inc","Florida","97"
"4436","Swan Creek Electric Co","Utah ","790"
"4437","Swans Falls Company _.","Maine ","304"
"4438","•Swanton Village","Vermont ","809"
"4439","•Sweetwater, Board of Public Utilities, Town of...",". Tennessee ","748"
"4440","•Swisher County Electric Cooperative, Inc","Texas ","786"
"4441","•Sycamore Municipal Light & Water Plant","Ohio ","625"
"4442","•Sylacauga Electric Department","Alabama","11"
"4443","Sylvania Industrial Corporation","Virginia ","819"
"4444","322184—42 5","","5"
"4448","*Svlvania Light and Water Department","Georgia","112"
"4449","'Sylvester, City of","Georgia","112"
"4450","*Syracuse Municipal Water & Light Plant","Nebraska","489"
"4451","System Properties, Inc","New York","545"
"4452","Tabor Electric Light Plant","South Dakota","731"
"4454","Division, City of","Washington","838"
"4455","'Tahlequah City Light & Water Dept","Oklahoma","649"
"4456","'Tallahassee, City of","Florida","95"
"4457","*Tallahatchie Valley Electric Power Association","Mississippi","416"
"4459","porated","Alabama","14"
"4460","Tannage, Village of","Nebraska","489"
"4461","*Tamora, Village of","Nebraska","489"
"4462","Tampa Electric Company","Florida","89"
"4463","Taneycomo Electric Light Company","Missouri","430"
"4464","'Tangier Municipal Lighting Plant","Virginia","822"
"4465","*Tarboro, Town of","North Carolina","579"
"4466","*Tarentum Borough Electric Plant","Pennsylvania","702"
"4467","*Tarrant City, Electric Department, City of","Alabama","11"
"4468","'Taunton Municipal Lighting Plant","Massachusetts","341"
"4469","'Taylor County Electric Cooperative","Wisconsin","892"
"4470","'Taylor County Electric Membership Corporation.","Georgia","117"
"4472","ation","Kentucky","281"
"4473","'Taylor Electric Cooperative, Inc","Texas","786"
"4474","'Teague Light Department","Texas","778"
"4475","'Teche Electric Membership Corporation","Louisiana","295"
"4476","'Tecumseh, City of","Oklahoma","649"
"4477","'Tecumseh Light & Water Department","Nebraska","489"
"4478","Telluride Power Company","Utah","791"
"4479","'Templeton Municipal Light Department","Massachusetts","342"
"4480","'Tennant, Town of","Iowa","224"
"4481","Tennessee Coal, Iron and Railroad Company","Alabama","6"
"4482","Tennessee Consolidated Coal Company","Tennessee","739"
"4483","Tennessee Light and Power Company","Kentucky","275"
"4484","","Tennessee","738"
"4485","Tennessee Products Corporation","Tennessee","739"
"4486","'Tennessee Valley Authority","Alabama","11"
"4487","","Georgia","112"
"4488","","Kentucky","278"
"4489","","Mississippi","412"
"4490","","North Carolina","580"
"4491","","Tennessee","748"
"4492","'Tennessee Valley Electric Cooperative","Tennessee","752"
"4493","Tensleep Light and Power Company","Wyoming","899"
"4494","Terre Haute and Western Railway Company","Illinois","144"
"4495","Terre Haute Electric Company, Inc","Indiana","170"
"4496","'Terrell, City of","Texas","778"
"4497","Teton Valley Power & Milling Company","Idaho","121"
"4498","Texas Electric Service Company","Texas","764"
"4499","Texas General Utilities Company","Texas","765"
"4500","Texas Gulf Sulphur Co., Inc","Texas","770"
"4501","Texas Hydro-Electric Corporation","Texas","765"
"4502","Texas-New Mexico Utilities Company","New Mexico","522"
"4503","","Texas","765"
"4504","Texas Power & Light Company","Texas","766"
"4505","Texas Power Corporation","Texas","768"
"4506","Texas Public Service Company","Texas","768"
"4507","Texas Public Utilities Corporation","Texas","768"
"4508","Thacker Electric Light & Power Enterprise, I","Inc West Virginia","849"
"4509","'Thayer Municipal Electric Plant","Missouri","442"
"4510","'Theresa, Village of","New York","556"
"4514","Light and Water Plant","Louisiana.","294"
"4516","Ll^ief River Falls Water and Light Departme","ent_ Minnesota","396"
"4517","jhomaston Cotton Mills","Georgia","105"
"4518","n\omaston Water & Light Department, City of__","Georgia","113"
"4519","Miomasville Water & Light Department, City of..",". Georgia","113"
"4520","Thompson Mahogany Company","West Virginia","855"
"4521","iViompsonville Power & Light Department","Michigan","363"
"4522","Inree Engineers Co., Inc","Washington","830"
"4523","I'hree-Notch Electric Membership Corporation","Georgia","118"
"4524","'Three Rivers, City of","Michigan","363"
"4525","Three Rivers Electric Cooperative","Missouri","447"
"4526","*Thumb Electric Cooperative","Michigan","365"
"4527","Thurmont Municipal Light Co","Maryland","316"
"4528","""Thurston, Village of","Nebraska","490"
"4530","The","New York","545"
"4531","Ticontleroga Pulp and Paper Company","New York","548"
"4532","Tide Water Power Company","North Carolina","566"
"4533","Tigerton Electric Company","Wisconsin","867"
"4534","Tigerton Lumber Company","Wisconsin","874"
"4535","Tilden Electric Light and Power Company","Wisconsin","867"
"4536","""Timber Lake Light & Power Department","South Dakota","731"
"4537","Timber Light and Power Co","Oregon...","660"
"4538","*Timpson Light and Water Department","Texas","778"
"4539","""Tiptuont Rural Electric Membership Corporation","n. Indiana","188"
"4540","*Tippah Electric Power Association, Inc., The","Mississippi","416"
"4541","","Tennessee","752"
"4542","""Tipp City Power Plant","Ohio","625"
"4543","*T. I. P. Rural Electric Cooperative","Iowa","233"
"4544","""Tipton, City of","Iowa","224"
"4545","*Tipton Electric Distribution System","Kansas","263"
"4546","""Tipton Electric Light Company","Indiana","182"
"4547","""Tishomingo County Electric Power Association","Mississippi","417"
"4548","""Titusville Municipal Electric Light Plant","Pennsylvania","702"
"4549","Tobacco River Power Company","Montana","453"
"4550","Toccoa Power Company","Georgia","104"
"4551","Toledo Edison Company, The","Ohio","607"
"4552","Tomahawk Kraft Paper Co","Wisconsin","874"
"4553","*Tombigbee Electric Power Association","Mississippi","417"
"4554","""Tombstone Light & Power Plant","Arizona","22"
"4555","""Tonkawa Light and Water Department","Oklahoma","649"
"4556","""Tontogany Board of Public Affairs","Ohio","625"
"4557","""Top 0 Michigan Rural Electric Company","Michigan","366"
"4558","""Toronto Municipal Light Plant","Kansas","263"
"4559","Torrington Electric Light Company, The","Connecticut","75"
"4560","""Torrington Electric Light Department","Wyoming","902"
"4561","Townsend Light & Mill Company","Tennessee","738"
"4562","Tracy Development Company","New York","545"
"4563","""Traer Municipal Light and Water Plant","Iowa","224"
"4564","Transue Williams Company","Ohio","610"
"4565","""Traverse City Light and Power Department","M ichigan","363"
"4566","Trempealeau Electric Cooperative","Wisconsin","892"
"4567","""Trempealeau Municipal Light Company","Wisconsin","887"
"4568","'Trenton Light & Water Plant","Tennessee","749"
"4569","Trenton Municipal Light & Power Plant","Nebraska","490"
"4570","Trenton Municipal Utilities","Missouri","443"
"4571","1 ri-County Electric Cooperative","Michigan","366"
"4572","Iri-County Electric Cooperative","Minnesota","403"
"4573","I ""-County Electric Cooperative","Virginia","824"
"4575","*rrr!~£ounty Electric Cooperative Association","n Missouri","447"
"4577","","Illinois","156"
"4578","In-County Electric Cooperative, Inc","North Dakota","591"
"4579","*Tri-County Electric Cooperative, Inc","Texas","787"
"4580","*Tri-County Electric Membership Corporation","Georgia","118"
"4581","""Tri-County Electric Membership Corporation","Kentucky","281"
"4582","","Tennessee","753"
"4586","*Tri-County Electric Membership Corporation","North Carolina","584"
"4587","*Tri-County Rural Electric Company, Inc","New Jersey","518"
"4588","*Tri County Rural Electric Cooperative, Inc","Ohio","631"
"4589","Tri-County Rural Electric Cooperative, Inc","Pennsylvania","704"
"4591","Company, The","Colorado","63"
"4592","","New Mexico","522"
"4593","Trion Co","Georgia","105"
"4594","*Tri-State Power Cooperative","Wisconsin","892"
"4595","Tri-States Power Corporation","Iowa","204"
"4596","*Troup County Electric Membership Corporation .","Georgia","118"
"4597","Trout Lake Power & Light Co","Washington","830"
"4598","*Troy Electric Department, City of","Alabama .","11"
"4599","Troy Light and Power Plant","Ohio","625"
"4600","*Troy Light Department","Kansas","263"
"4601","Truax Traer Coal Co","West Virginia","855"
"4602","*Truckee-Carson Irrigation District","Nevada","499"
"4603","*Truckee Public Utility District","California","55"
"4604","Truman Municipal Light Department","Minnesota","397"
"4605","Trumbull-Cliffs Furnace Company","Ohio*","610"
"4606","Trumbull, Village of","Nebraska","490"
"4607","Tucannon Electric Co","Washington","831"
"4609","The","Arizona .","20"
"4610","*Tulare Light Plant","South Dakota","731"
"4611","*Tulia Municipal Plant, City of","Texas","779"
"4612","*Tullahoma Light & Water Dept., City of","Tennessee","749"
"4613","Tumble Creek Power and Water Co","Oregon","660"
"4614","Tupelo, City of","Mississippi","412"
"4616","Village of .","New York","557"
"4617","*Turlock Irrigation District","California","55"
"4618","Turn Back Creek Light & Power Co","California","47"
"4619","Turners Falls Power & Electric Company","Massachusetts","332"
"4620","Tuscarawas-Cochocton Electric Cooperative, Inc_ Oh","hio__","631"
"4621","*Tuscumbia Electricity Department, City of","Alabama","12"
"4622","Tuskegee, City of","Alabama","12"
"4623","Tuskegee Light & Power Company","Alabama","5"
"4624","Twin County Electric Power Association","Mississippi..","417"
"4625","Tucumcari, City of","New Mexico","523"
"4626","Twin State Gas & Electric Company, The","New Hampshire","505"
"4627","","New York","546"
"4628","","Vermont","805"
"4629","Two Harbors Municipal Electric Co","Minnesota","397"
"4630","Two Rivers Water & Light Dept","Wisconsin","887"
"4631","Tyler Municipal Light & Power Plant","Minnesota","397"
"4632","Tyndall Light & Water Plant","South Dakota","731"
"4634","*Udall, City of","Kansas","263"
"4635","Uintah Power & Light Company","Utah","791"
"4636","*Ukiah, City of","California","55"
"4637","*Umatilla Electric Cooperative Assn","Oregon","666"
"4638","Umfer, George","North Dakota","588"
"4639","Union Bag & Paper Power Corporation","New York","548"
"4640","*Union City, Corporation of","Tennessee","749"
"4641","Union City Electric Company","Ohio","608"
"4642","*Union City, Village of 1","Michigan","363"
"4643","*Union County Rural Power Company","South Dakota","733"
"4644","Union Electric Company of Illinois","Illinois","142"
"4645","Union Electric Company of Missouri","Missouri","430"
"4646","*Union Commission of Public Works","South Carolina","718"
"4647","*Union Electric Membership Corporation","North Carolina","584"
"4648","Union Electric Railway Co","Kansas","244"
"4649","","Oklahoma","640"
"4650","Union Falls Power Company","Wisconsin","874"
"4654","Union Light & Power Company","Massachusetts","332"
"4655","Union Light, Heat and Power Company, The","Kentucky","275"
"4656","Union Lumber Company","California","49"
"4657","Union Mills Co","North Carolina","569"
"4658","Union Pacific Coal Company, The","Wyoming","900"
"4659","Union Pacific Railroad Company","California","50"
"4660","","Nevada","498"
"4661","","Utah","793"
"4662","Union Portland Cement Company","Utah","793"
"4663","Union Power Company","West Virginia","849"
"4664","Union Power Company, The","Ohio","608"
"4665","Union Public Service Company","Minnesota","378"
